EventNumber DecayParticle1_ime DecayParticle1_bozon DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_ime DecayParticle2_bozon DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
5878 b 0 4.18 24.738 13.65 5.628 29.1108 28.254 b 0 4.18 15.162 38.85 41.272 58.8223 41.7038
5879 b 0 4.18 -15.438 -17.018 1.038 23.3772 22.977 b 0 4.18 -34.362 -8.382 50.862 62.092 35.3695
5880 b 0 4.18 -38.316 -4.135 -0.574 38.7688 38.5385 b 0 4.18 -2.884 -78.565 -28.126 83.6021 78.6179
5881 b 0 4.18 -20.688 8.892 3.913 23.2346 22.518 b 0 4.18 -22.412 13.908 26.187 37.4027 26.3767
5882 b 0 4.18 6.497 -3.08 -4.212 9.32259 7.19009 b 0 4.18 0.803 -58.52 -65.988 88.3013 58.5255
5883 b 0 4.18 -59.204 -6.408 -3.996 59.8299 59.5498 b 0 4.18 -12.996 -64.792 -40.404 77.5684 66.0825
5884 b 0 4.18 29.413 -1.551 -20.52 36.1396 29.4539 b 0 4.18 14.487 -50.149 -47.88 70.9561 52.1996
5885 b 0 4.18 80.545 -2.214 0.646 80.6864 80.5754 b 0 4.18 9.955 -22.386 31.654 40.2453 24.4997
5886 b 0 4.18 -16.335 -27.621 10.402 33.9916 32.0897 b 0 4.18 -13.365 -61.479 63.898 89.7704 62.9149
5887 b 0 4.18 6.372 13.706 -5.536 16.6306 15.1148 b 0 4.18 5.428 84.194 -11.764 85.2875 84.3688
5888 b 0 4.18 -6.4 1.643 -9.675 12.4394 6.60753 b 0 4.18 -13.6 1.457 -54.825 56.6598 13.6778
5889 b 0 4.18 -5.913 -6.88 1.572 10.1115 9.07182 b 0 4.18 -1.387 -36.12 50.828 62.5103 36.1466
5890 b 0 4.18 -4.848 13.345 -41.7 44.2488 14.1983 b 0 4.18 -55.752 65.155 -13.9 86.9721 85.7523
5891 b 0 4.18 -15.34 -60.336 -4.44 62.5535 62.2555 b 0 4.18 -61.36 -23.464 -51.06 83.3079 65.6933
5892 b 0 4.18 -13.511 19.11 3.641 24.0514 23.4038 b 0 4.18 -9.389 44.59 29.459 54.4217 45.5678
5893 b 0 4.18 45.885 -7.938 6.071 47.1463 46.5666 b 0 4.18 20.615 -36.162 40.629 58.3169 41.6253
5894 b 0 4.18 17.759 29.538 1.56 34.7532 34.4656 b 0 4.18 23.541 25.162 50.44 61.2288 34.4573
5895 b 0 4.18 -1.155 15.544 8.608 18.2899 15.5869 b 0 4.18 -0.945 38.056 45.192 59.2363 38.0677
5896 W+ 1 80.4 15.2 67.12 0 105.831 68.8196 W- 1 80.4 60.8 16.78 16 103.433 63.073
5897 W+ 1 80.4 49.573 2.9 0.669 94.5013 49.6578 W- 1 80.4 6.127 26.1 66.231 107.561 26.8095
5898 W+ 1 80.4 21.632 -5.546 -5.958 83.6562 22.3316 W- 1 80.4 45.968 -3.854 -60.242 110.549 46.1293
5899 b 0 4.18 -31.71 2.596 -2.97 32.2266 31.8161 b 0 4.18 -58.89 1.804 -46.53 75.1917 58.9176
5900 b 0 4.18 27.36 2.191 29.48 40.4958 27.4476 b 0 4.18 44.64 29.109 24.12 58.6456 53.2922
5901 b 0 4.18 -22.344 -12.048 -0.361 25.7296 25.3852 b 0 4.18 -16.856 -38.152 -1.539 41.9469 41.7097
5902 b 0 4.18 44 -5.805 4.29 44.7836 44.3813 b 0 4.18 36 -32.895 10.01 49.9575 48.7656
5903 b 0 4.18 6.723 46.746 5.8 47.765 47.227 b 0 4.18 18.177 41.454 23.2 51.0348 45.2641
5904 tau+ 0 1.77 -42.222 3.311 -0 42.3886 42.3516 tau- 0 1.77 -3.178 43.989 -68.3 81.3213 44.1036
5905 b 0 4.18 3.825 2.56 19.3 20.2768 4.60263 b 0 4.18 1.275 48.64 77.2 91.3498 48.6567
5906 tau+ 0 1.77 41.61 -18.645 9.04 46.5176 45.5964 tau- 0 1.77 31.39 -37.855 81.36 95.0837 49.1765
5907 tau+ 0 1.77 -6.557 -12.236 1.852 14.1165 13.8821 tau- 0 1.77 -1.743 -52.164 90.748 104.702 52.1931
5908 tau+ 0 1.77 -10.564 21.033 -53.244 58.2412 23.5369 tau- 0 1.77 -45.036 56.867 -45.356 85.571 72.5403
5909 tau+ 0 1.77 7.539 -26.112 2.398 27.3415 27.1785 tau- 0 1.77 28.361 -12.288 19.402 36.5364 30.9086
5910 b 0 4.18 -3.84 5.467 -1.386 8.00169 6.68084 b 0 4.18 -28.16 1.633 -11.214 30.6411 28.2073
5911 b 0 4.18 -35.164 28.196 0.405 45.2676 45.0724 b 0 4.18 -24.436 46.004 13.095 53.8743 52.0911
5912 b 0 4.18 22.356 -2.775 -36.6 43.1801 22.5276 b 0 4.18 39.744 -89.725 -23.4 100.971 98.1334
5913 b 0 4.18 -18.411 -14.7 2.806 24.0915 23.5596 b 0 4.18 -78.489 -27.3 3.294 83.2715 83.1012
5914 b 0 4.18 -6.864 -3.11 65.076 65.6441 7.53569 b 0 4.18 -78.936 -59.09 9.724 99.1693 98.6028
5915 b 0 4.18 -10.564 0.878 11.46 16.1608 10.6004 b 0 4.18 -17.236 43.022 7.64 47.1573 46.3462
5916 W+ 1 80.4 0.002 14.282 15.576 83.1309 14.282 W- 1 80.4 0.098 5.018 49.324 94.4574 5.01896
5917 b 0 4.18 -60.68 0.948 -2.832 60.8971 60.6874 b 0 4.18 -21.32 46.452 -8.968 52.0599 51.111
5918 b 0 4.18 6.034 58.212 15.184 60.6059 58.5239 b 0 4.18 80.166 17.388 79.716 114.46 82.0301
5919 W+ 1 80.4 -58.652 -13.376 0 100.415 60.1579 W- 1 80.4 -35.948 -21.824 69.8 114.476 42.0541
5920 b 0 4.18 -61.71 2.61 8.064 62.4295 61.7652 b 0 4.18 -10.89 40.89 81.536 91.9575 42.3153
5921 Z 1 91.2 27.602 -12.915 4.39 96.2568 30.474 Z 1 91.2 9.698 -48.585 83.41 133.151 49.5434
5922 tau+ 0 1.77 -31.122 9.315 8.034 33.5116 32.4861 tau- 0 1.77 -50.778 31.185 12.566 60.9257 59.5895
5923 b 0 4.18 -42.6 -9.878 0.12 43.9297 43.7303 b 0 4.18 -14.2 -35.022 3.88 38.2192 37.7913
5924 b 0 4.18 25.272 11.453 -41.055 49.7276 27.7461 b 0 4.18 44.928 76.647 -39.445 97.2968 88.8442
5925 b 0 4.18 69.417 -2.366 -7.884 70.0282 69.4573 b 0 4.18 16.283 -31.434 -57.816 67.922 35.401
5926 b 0 4.18 -15.708 23.031 -24.12 37.1001 27.8777 b 0 4.18 -40.392 62.269 -29.48 79.9718 74.2223
5927 b 0 4.18 -14.376 10.608 22.35 28.917 17.8661 b 0 4.18 -45.524 30.192 22.35 59.1691 54.6259
5928 b 0 4.18 -9.72 1.02 -3.984 11.3518 9.77337 b 0 4.18 -1.08 24.48 -62.416 67.1838 24.5038
5929 tau+ 0 1.77 21.076 38.696 -0 44.0989 44.0633 tau- 0 1.77 26.824 30.404 -60.4 72.7683 40.5454
5930 W+ 1 80.4 -3.894 15.648 7.565 82.3493 16.1252 W- 1 80.4 -2.706 49.552 36.935 101.445 49.6258
5931 W+ 1 80.4 23.919 -24.09 -2.61 87.3122 33.9477 W- 1 80.4 11.781 -56.21 -84.39 129.939 57.4313
5932 b 0 4.18 -22.765 9.3 6.552 25.7902 24.5914 b 0 4.18 -55.735 52.7 5.148 76.9913 76.7052
5933 W+ 1 80.4 2.24 -42.24 25.756 94.4286 42.2994 W- 1 80.4 42.56 -45.76 29.044 105.892 62.4926
5934 b 0 4.18 -21.638 2.649 20.335 30.1032 21.7995 b 0 4.18 -13.262 85.651 37.765 94.6343 86.6716
5935 b 0 4.18 -21.242 11.31 -5.168 24.9664 24.0653 b 0 4.18 -60.458 8.19 -27.132 66.9019 61.0102
5936 b 0 4.18 7.248 -61.35 -0.272 61.9185 61.7767 b 0 4.18 83.352 -20.45 -1.328 85.936 85.824
5937 b 0 4.18 -78.474 -0.154 9.042 79.1039 78.4742 b 0 4.18 -11.726 -7.546 73.158 74.5923 13.9442
5938 b 0 4.18 19.78 -11.052 51.566 56.4794 22.6582 b 0 4.18 66.22 -50.348 35.834 90.6728 83.1866
5939 b 0 4.18 7.722 2.63 -33.534 34.7642 8.15759 b 0 4.18 21.978 49.97 -15.066 56.7846 54.5897
5940 W+ 1 80.4 -31.29 7.82 -27.757 90.9661 32.2524 W- 1 80.4 -43.21 38.18 -39.943 106.698 57.6612
5941 tau+ 0 1.77 -81.752 2.097 6.138 82.028 81.7789 tau- 0 1.77 -11.148 67.803 62.062 92.6086 68.7134
5942 b 0 4.18 3.654 -20.372 33.25 39.3879 20.6971 b 0 4.18 57.246 -25.928 33.25 71.2208 62.844
5943 b 0 4.18 14.508 -9.562 -0.088 17.8716 17.3757 b 0 4.18 4.092 -58.738 -1.012 59.0372 58.8804
5944 W+ 1 80.4 40.136 13.068 9.336 91.2852 42.2098 W- 1 80.4 29.064 59.532 29.564 108.291 66.2478
5945 b 0 4.18 16.366 0.424 -42.777 45.9931 16.3715 b 0 4.18 17.034 20.776 -44.523 52.1687 26.8663
5946 W+ 1 80.4 4.266 -3.969 6.408 80.8652 5.82681 W- 1 80.4 11.534 -4.131 20.292 83.8214 12.2515
5947 b 0 4.18 -51.336 9.35 -13.608 54.0875 52.1805 b 0 4.18 -19.964 84.15 -61.992 106.491 86.4857
5948 b 0 4.18 -10.68 31.72 8.88 34.879 33.4697 b 0 4.18 -33.82 29.28 28.12 53.003 44.7338
5949 b 0 4.18 19.734 0.536 34.716 40.1546 19.7413 b 0 4.18 56.166 6.164 17.884 59.4132 56.5032
5950 b 0 4.18 -59.072 -0.76 -6.01 59.5287 59.0769 b 0 4.18 -24.128 -3.24 -54.09 59.4631 24.3446
5951 b 0 4.18 -20.384 -24.44 -22.518 39.2091 31.8249 b 0 4.18 -58.016 -27.56 -60.882 88.5974 64.2294
5952 W+ 1 80.4 9.214 -16.512 -13.039 83.6165 18.9088 W- 1 80.4 44.986 -52.288 -9.061 106.32 68.9766
5953 b 0 4.18 13.056 4.959 -1.617 14.6676 13.9661 b 0 4.18 6.144 12.141 -52.283 54.1861 13.6071
5954 W+ 1 80.4 -51.678 -2.076 -3.143 95.6502 51.7197 W- 1 80.4 -12.122 -15.224 -41.757 92.6635 19.4606
5955 b 0 4.18 7.2 -0.456 0.488 8.35215 7.21443 b 0 4.18 0.3 -14.744 48.312 50.6853 14.7471
5956 b 0 4.18 3.796 -4.685 12.513 14.5054 6.02983 b 0 4.18 3.504 -89.015 16.587 90.7113 89.0839
5957 b 0 4.18 -77.945 -0.855 8.806 78.5568 77.9497 b 0 4.18 -13.755 -84.645 54.094 101.477 85.7553
5958 b 0 4.18 -86.862 2.385 1.538 87.0088 86.8947 b 0 4.18 -6.538 45.315 75.362 88.2785 45.7842
5959 b 0 4.18 -30.576 -4.92 -20.256 37.2408 30.9693 b 0 4.18 -33.124 -19.68 -43.044 57.9203 38.5292
5960 b 0 4.18 0.884 -3.164 75.18 75.3677 3.28517 b 0 4.18 43.316 -19.436 14.32 49.7651 47.4767
5961 tau+ 0 1.77 14.079 -68.18 -9.262 70.2542 69.6185 tau- 0 1.77 60.021 -29.22 -74.938 100.375 66.7557
5962 b 0 4.18 -44.919 -17.993 -5.34 48.8616 48.3887 b 0 4.18 -20.181 -76.707 -39.16 88.5563 79.3173
5963 tau+ 0 1.77 -1.022 27.054 0.1 27.1313 27.0733 tau- 0 1.77 -6.278 6.346 1.9 9.29666 8.92665
5964 b 0 4.18 -32.809 -9.752 -16.354 38.1636 34.2277 b 0 4.18 -43.491 -32.648 -31.746 63.1082 54.3816
5965 b 0 4.18 44.988 0.57 -0.232 45.186 44.9916 b 0 4.18 20.212 27.93 -0.568 34.7333 34.4762
5966 W+ 1 80.4 94.43 -2.073 1.944 124.053 94.4528 W- 1 80.4 4.97 -67.027 95.256 141.616 67.211
5967 b 0 4.18 -2.236 -40.535 6.965 41.4013 40.5966 b 0 4.18 -6.364 -19.965 92.535 94.97 20.9548
5968 b 0 4.18 19.71 -8.964 -1.85 22.1299 21.6527 b 0 4.18 16.79 -90.636 -3.15 92.3265 92.178
5969 Z 1 91.2 -39.95 33.384 0.74 105.017 52.0624 Z 1 91.2 -45.05 30.816 73.26 129.088 54.5814
5970 b 0 4.18 0.717 -29.25 12.76 32.1926 29.2588 b 0 4.18 23.183 -45.75 9.24 52.2816 51.2885
5971 b 0 4.18 -25.434 -6.688 -1.806 26.6899 26.2986 b 0 4.18 -21.666 -8.512 -88.494 91.5998 23.2781
5972 b 0 4.18 -8.61 -17.568 -15.708 25.4358 19.5644 b 0 4.18 -11.89 -55.632 -30.492 64.6802 56.8884
5973 b 0 4.18 -55.242 5.642 0 55.6865 55.5294 b 0 4.18 -4.158 74.958 62 97.4549 75.0732
5974 b 0 4.18 -32.572 -0.612 -9.99 34.3305 32.5778 b 0 4.18 -15.328 -29.988 -23.31 41.1711 33.6783
5975 b 0 4.18 -33.768 25.662 16.492 45.6976 42.4125 b 0 4.18 -46.632 40.138 70.308 93.5216 61.5273
5976 b 0 4.18 15.504 1.586 6.27 17.3111 15.5849 b 0 4.18 4.896 10.614 50.73 52.2267 11.6888
5977 b 0 4.18 52.602 1.708 3.84 52.9349 52.6297 b 0 4.18 27.098 10.492 15.36 33.1328 29.0583
5978 W+ 1 80.4 -56.457 0.207 7.92 98.5613 56.4574 W- 1 80.4 -13.243 2.093 71.28 108.281 13.4074
5979 b 0 4.18 20.4 2.53 0.66 20.9874 20.5563 b 0 4.18 9.6 22.77 2.34 25.171 24.711
5980 b 0 4.18 19.305 -26.236 -9.555 34.2021 32.5732 b 0 4.18 39.195 -67.464 -14.945 79.5516 78.0233
5981 W+ 1 80.4 -35.475 12.804 -12.696 89.7093 37.715 W- 1 80.4 -47.025 25.996 -40.204 104.727 53.7321
5982 b 0 4.18 1.701 3.648 -0 5.80291 4.02508 b 0 4.18 0.399 15.552 -72.7 74.4633 15.5571
5983 b 0 4.18 -5.388 -10.695 36.465 38.6081 11.9755 b 0 4.18 -39.512 -35.805 19.635 56.9754 53.3216
5984 tau+ 0 1.77 -26.964 -6.223 4.923 28.163 27.6728 tau- 0 1.77 -5.136 -82.677 49.777 96.6579 82.8364
5985 b 0 4.18 37.74 -5.688 14.11 40.9051 38.1662 b 0 4.18 13.26 -57.512 68.89 90.8117 59.0208
5986 b 0 4.18 94.57 -0.6 0 94.6642 94.5719 b 0 4.18 1.93 -29.4 40.2 50.016 29.4633
5987 W+ 1 80.4 34.743 -15.751 43.516 99.0604 38.1467 W- 1 80.4 59.157 -67.149 55.384 132.439 89.4904
5988 Z 1 91.2 8.466 9.585 0.216 92.0925 12.7885 Z 1 91.2 1.734 54.315 10.584 106.689 54.3427
5989 W+ 1 80.4 23.175 0.221 -4.936 83.8192 23.1761 W- 1 80.4 7.725 1.079 -56.764 98.7277 7.79999
5990 b 0 4.18 -20.358 -2.432 7.088 22.0924 20.5028 b 0 4.18 -17.342 -3.968 81.512 83.5354 17.7902
5991 W+ 1 80.4 -10.86 18.291 2.109 83.1932 21.2721 W- 1 80.4 -7.24 68.809 8.991 106.452 69.1888
5992 b 0 4.18 1.197 -0.4 -16.501 17.0689 1.26207 b 0 4.18 0.703 -4.6 -40.399 40.8804 4.65341
5993 tau+ 0 1.77 30.789 -1.92 9.858 32.434 30.8488 tau- 0 1.77 62.511 -36.48 6.042 72.6502 72.3769
5994 b 0 4.18 -1.989 -2.891 -0 5.45769 3.50913 b 0 4.18 -1.911 -3.009 -49.3 49.6051 3.56455
5995 W+ 1 80.4 -11.592 1.134 -3.374 81.3093 11.6473 W- 1 80.4 -2.208 11.466 -44.826 92.7894 11.6767
5996 b 0 4.18 39.858 1.751 -3.525 40.2694 39.8964 b 0 4.18 11.242 8.549 -66.975 68.5754 14.1233
5997 b 0 4.18 2.106 2.256 -32.692 33.1023 3.08622 b 0 4.18 21.294 2.544 -41.608 46.9958 21.4454
5998 b 0 4.18 18.83 -6.447 -26.928 33.745 19.9031 b 0 4.18 34.97 -24.253 -34.272 54.801 42.5571
5999 b 0 4.18 -35.596 0.423 14.711 38.7445 35.5985 b 0 4.18 -45.304 4.277 16.589 48.6149 45.5054
6000 W+ 1 80.4 -21.286 3.828 -2.204 83.2872 21.6275 W- 1 80.4 -15.414 91.872 -3.596 123.106 93.1561
6001 W+ 1 80.4 24.725 -0.96 1.44 84.1337 24.7436 W- 1 80.4 32.775 -7.04 1.76 87.1265 33.5226
6002 W+ 1 80.4 25.392 0.774 34.822 91.2255 25.4038 W- 1 80.4 27.508 12.126 40.878 95.0731 30.0621
6003 W+ 1 80.4 75.447 -0.63 3.15 110.303 75.4496 W- 1 80.4 15.453 -30.87 17.85 89.3003 34.5218
6004 b 0 4.18 -8.606 39.818 -9.424 42.0217 40.7374 b 0 4.18 -24.494 52.782 -20.976 61.9948 58.1884
6005 W+ 1 80.4 49.538 4.128 16.478 95.9518 49.7097 W- 1 80.4 30.362 21.672 58.422 106.155 37.3032
6006 b 0 4.18 -3.96 -22.081 -15.657 27.6743 22.4333 b 0 4.18 -29.04 -9.019 -76.443 82.3752 30.4083
6007 b 0 4.18 -7.316 -8.944 11.83 17.057 11.555 b 0 4.18 -16.284 -11.856 33.67 39.4573 20.1428
6008 b 0 4.18 35.19 -0.32 2.296 35.5131 35.1915 b 0 4.18 3.91 -15.68 26.404 31.2377 16.1602
6009 b 0 4.18 -71.155 -4.205 -0 71.4016 71.2791 b 0 4.18 -3.745 -79.895 -5.3 80.267 79.9827
6010 b 0 4.18 -10.179 -19.17 1.274 22.1404 21.7049 b 0 4.18 -15.921 -16.33 16.926 28.7073 22.8067
6011 b 0 4.18 -10.368 -9.84 -15.781 21.6987 14.2941 b 0 4.18 -54.432 -14.16 -20.919 60.1534 56.2437
6012 W+ 1 80.4 -13.365 1.16 -13.373 82.6012 13.4152 W- 1 80.4 -10.935 56.84 -17.727 100.642 57.8823
6013 b 0 4.18 16.6 0 -0 17.1182 16.6 b 0 4.18 0 84.5 -18.9 86.6887 84.5
6014 W+ 1 80.4 -9.369 52.928 0.45 96.7136 53.7508 W- 1 80.4 -25.331 29.772 4.55 89.5148 39.09
6015 b 0 4.18 56.588 0.051 5.733 57.0311 56.588 b 0 4.18 9.212 5.049 38.367 39.9982 10.5049
6016 W+ 1 80.4 -40.669 -2.142 -5.49 90.2932 40.7254 W- 1 80.4 -20.031 -9.758 -31.11 89.0419 22.2814
6017 b 0 4.18 4.845 36.624 -22.231 43.3184 36.9431 b 0 4.18 92.055 39.676 -25.069 103.413 100.241
6018 W+ 1 80.4 -25.8 -10.125 -11.13 85.7682 27.7156 W- 1 80.4 -38.7 -12.375 -63.07 109.967 40.6304
6019 b 0 4.18 3.168 -10.2 16.038 19.7172 10.6806 b 0 4.18 32.032 -30.6 8.262 45.2564 44.2991
6020 b 0 4.18 2.288 31.406 28.564 42.7194 31.4892 b 0 4.18 8.112 45.194 48.636 67.0167 45.9163
6021 W+ 1 80.4 3.6 -12.462 3.107 81.4989 12.9716 W- 1 80.4 14.4 -6.138 20.793 84.5077 15.6536
6022 b 0 4.18 39.354 -7.12 10.608 41.5865 39.9929 b 0 4.18 54.346 -64.08 11.492 84.9074 84.0222
6023 b 0 4.18 -37 -4.368 1.216 37.5104 37.2569 b 0 4.18 -37 -6.032 13.984 40.2295 37.4885
6024 b 0 4.18 7.48 -4.776 -65.62 66.3492 8.87472 b 0 4.18 86.02 -15.124 -30.88 92.732 87.3394
6025 b 0 4.18 -8.239 0.324 -45.818 46.7413 8.24537 b 0 4.18 -66.661 0.876 -28.082 72.4605 66.6668
6026 b 0 4.18 -2.66 5.31 26.288 27.2728 5.939 b 0 4.18 -23.94 3.69 58.512 63.4655 24.2227
6027 b 0 4.18 50.112 3.822 -5.568 50.7375 50.2575 b 0 4.18 28.188 50.778 -13.632 59.8019 58.0773
6028 b 0 4.18 69.635 -1.885 -0 69.7858 69.6605 b 0 4.18 3.665 -35.815 -40.2 54.1263 36.002
6029 b 0 4.18 -42.944 13.277 3.8 45.3032 44.9496 b 0 4.18 -24.156 64.823 16.2 71.1719 69.1776
6030 b 0 4.18 19.504 6.405 -0.176 20.9507 20.5288 b 0 4.18 1.696 85.095 -17.424 86.9776 85.1119
6031 b 0 4.18 -27.06 12.064 -10.712 31.7805 29.6274 b 0 4.18 -22.14 25.636 -71.688 79.3979 33.8731
6032 b 0 4.18 22.671 -0.81 0 23.0674 22.6855 b 0 4.18 0.229 -80.19 68.4 105.482 80.1903
6033 b 0 4.18 -64.539 5.056 7.875 65.3478 64.7367 b 0 4.18 -26.361 58.144 29.625 70.5035 63.8406
6034 b 0 4.18 6.141 2.755 0.078 7.92341 6.73067 b 0 4.18 2.759 52.345 0.222 52.5845 52.4177
6035 b 0 4.18 -7.184 42.809 0.855 43.6168 43.4076 b 0 4.18 -82.616 5.291 27.645 87.3792 82.7853
6036 b 0 4.18 -76.076 -19.159 0 78.5627 78.4514 b 0 4.18 -22.724 -64.141 30.5 74.6872 68.0474
6037 b 0 4.18 -64.704 -0.895 -2.238 64.8837 64.7102 b 0 4.18 -2.696 -88.605 -72.362 114.507 88.646
6038 W+ 1 80.4 -6.902 -8.28 -44.064 92.3146 10.7794 W- 1 80.4 -16.898 -33.12 -42.336 98.1783 37.1817
6039 b 0 4.18 4.667 -1.41 -36.244 36.8085 4.87535 b 0 4.18 31.233 -26.79 -7.956 42.1186 41.1486
6040 Z 1 91.2 68.076 3.256 -1.023 113.857 68.1538 Z 1 91.2 5.124 78.144 -33.077 124.677 78.3118
6041 b 0 4.18 -5.238 0.912 -0.514 6.7827 5.3168 b 0 4.18 -0.162 44.688 -50.886 67.8521 44.6883
6042 b 0 4.18 -12.948 -4.225 39.36 41.8591 13.6199 b 0 4.18 -20.252 -28.275 42.64 55.1839 34.7796
6043 b 0 4.18 16.614 3.2 34.485 38.6387 16.9194 b 0 4.18 25.986 76.8 26.015 85.2512 81.0772
6044 b 0 4.18 -0.948 0.297 -60.552 60.7042 0.993435 b 0 4.18 -6.952 29.403 -9.048 31.8152 30.2137
6045 Z 1 91.2 0.14 -19.005 -53.17 107.265 19.0055 Z 1 91.2 0.86 -71.495 -28.63 119.371 71.5002
6046 W+ 1 80.4 -11.22 -7.056 5.822 81.6929 13.2543 W- 1 80.4 -54.78 -51.744 2.378 110.218 75.3544
6047 tau+ 0 1.77 -0.756 47.196 -21.48 51.8899 47.2021 tau- 0 1.77 -10.044 21.204 -68.02 71.9746 23.4626
6048 b 0 4.18 35.088 -24.024 3.848 42.9022 42.5243 b 0 4.18 38.012 -37.576 25.752 59.4769 53.4497
6049 W+ 1 80.4 -0.429 -9.694 -2.925 81.0362 9.70349 W- 1 80.4 -42.471 -3.406 -8.775 91.4142 42.6074
6050 b 0 4.18 20.655 -7.504 2.387 22.4969 21.9759 b 0 4.18 3.645 -86.296 31.713 92.1058 86.3729
6051 b 0 4.18 2.805 -1.344 8.541 10.0048 3.11036 b 0 4.18 2.295 -21.056 13.359 25.3881 21.1807
6052 b 0 4.18 10.98 -2.156 -53.946 55.2526 11.1897 b 0 4.18 80.52 -13.244 -18.954 83.8785 81.6019
6053 b 0 4.18 43.344 9.94 3.678 44.8164 44.4692 b 0 4.18 8.256 89.46 57.622 106.813 89.8401
6054 b 0 4.18 -20.468 -13.79 -6.758 25.9277 24.68 b 0 4.18 -39.732 -25.61 -15.042 49.7819 47.2705
6055 W+ 1 80.4 -6.534 1.824 19.734 83.0639 6.78381 W- 1 80.4 -5.566 5.776 69.966 106.882 8.02138
6056 b 0 4.18 15.96 -14.88 4.142 22.6001 21.8205 b 0 4.18 22.04 -59.52 6.758 63.9651 63.4696
6057 b 0 4.18 15.438 0.126 -1.161 16.0365 15.4385 b 0 4.18 3.162 0.774 -37.539 37.911 3.25535
6058 W+ 1 80.4 -5.024 11.75 -4.773 81.549 12.779 W- 1 80.4 -26.376 13.25 -8.127 86.0318 29.517
6059 b 0 4.18 -78.8 0 0 78.9108 78.8 b 0 4.18 0 16.5 16.1 23.4293 16.5
6060 b 0 4.18 -0.498 5.33 4.746 8.28576 5.35321 b 0 4.18 -0.102 47.97 63.054 79.3373 47.9701
6061 b 0 4.18 48.356 -15.93 3.155 51.181 50.9124 b 0 4.18 14.444 -72.57 59.945 95.32 73.9935
6062 b 0 4.18 -1.254 -0.369 0.832 4.45795 1.30716 b 0 4.18 -0.946 -0.531 40.768 40.9961 1.08484
6063 b 0 4.18 41.097 -1.67 30.063 51.1176 41.1309 b 0 4.18 31.003 -15.03 61.037 70.2145 34.4541
6064 b 0 4.18 56.164 -0.418 -2.925 56.3968 56.1656 b 0 4.18 17.736 -3.382 -19.575 26.9566 18.0556
6065 b 0 4.18 32.338 8.22 -43.692 55.1342 33.3664 b 0 4.18 37.962 73.98 -55.608 100.119 83.1514
6066 b 0 4.18 10.835 20.952 -48.36 53.968 23.5878 b 0 4.18 87.665 66.348 -26.04 113.061 109.942
6067 b 0 4.18 -13.021 5.251 6.324 15.9557 14.0399 b 0 4.18 -31.879 3.649 46.376 56.549 32.0872
6068 b 0 4.18 14.715 13.554 -15.272 25.5137 20.0061 b 0 4.18 39.785 36.646 -17.928 57.1372 54.0904
6069 b 0 4.18 -46.472 -0.747 -16.337 49.4426 46.478 b 0 4.18 -16.328 -7.553 -79.763 81.8734 17.9903
6070 b 0 4.18 62.272 -16.962 -9.296 65.3406 64.5408 b 0 4.18 35.028 -60.138 -57.104 90.1215 69.5955
6071 b 0 4.18 -36.89 -7 -3.86 37.9769 37.5483 b 0 4.18 -15.81 -63 -15.44 66.8941 64.9535
6072 b 0 4.18 -8.178 -1.074 -0 9.24692 8.24822 b 0 4.18 -0.522 -16.826 -64.2 66.5019 16.8341
6073 W+ 1 80.4 -34.752 1.368 15.888 89.029 34.7789 W- 1 80.4 -37.648 2.432 83.412 121.84 37.7265
6074 b 0 4.18 -12.54 4.818 -52.896 54.735 13.4337 b 0 4.18 -50.16 17.082 -38.304 65.5171 52.9889
6075 W+ 1 80.4 -1.924 -5.544 -8.848 81.098 5.86837 W- 1 80.4 -5.476 -25.256 -6.952 84.7369 25.8428
6076 b 0 4.18 -65.124 5.478 3.664 65.5899 65.354 b 0 4.18 -15.276 44.322 42.136 63.1721 46.8807
6077 b 0 4.18 -0.897 5.07 -5.5 8.61579 5.14874 b 0 4.18 -1.403 79.43 -4.5 79.6795 79.4424
6078 b 0 4.18 52.038 8.512 3.92 53.04 52.7296 b 0 4.18 30.562 18.088 74.48 82.6193 35.5135
6079 tau+ 0 1.77 -1 -0 0 2.03295 1 tau- 0 1.77 0 -6.5 85.1 85.3662 6.5
6080 b 0 4.18 -2.73 15.224 -16.082 22.7008 15.4668 b 0 4.18 -5.07 53.976 -21.318 58.4041 54.2136
6081 b 0 4.18 -0.459 16.608 -5.275 17.9258 16.6143 b 0 4.18 -0.441 52.592 -15.825 55.0819 52.5938
6082 b 0 4.18 64.242 3.206 1.422 64.4733 64.322 b 0 4.18 13.158 19.694 45.978 51.8887 23.6852
6083 W+ 1 80.4 -4.692 16.344 -0.192 82.1787 17.0042 W- 1 80.4 -34.408 6.356 -1.008 87.6897 34.9901
6084 b 0 4.18 6.674 15.432 -24.65 30.1295 16.8134 b 0 4.18 7.526 48.868 -60.35 78.1301 49.4441
6085 W+ 1 80.4 -30.485 -4.64 12.24 86.9761 30.8361 W- 1 80.4 -56.615 -18.56 14.96 101.181 59.5796
6086 W+ 1 80.4 25.404 -6.454 17.02 86.2604 26.211 W- 1 80.4 9.396 -85.746 68.08 136.161 86.2593
